Brand,Price,Horsepower,Fuel Efficiency,encoded_brand,scaled_fuel_efficieny,scaled_horsepower,scaled_encoded_brand,Performance_Index
Brand Y,90173,459,14.1,3,0.16399999999999998,0.8975,0.25,0.0036100606611735218
Brand A,58300,266,34.5,4,0.98,0.415,0.375,0.003371355060034305
Brand Y,93846,487,31.8,3,0.872,0.9675,0.25,0.0037342028429554804
Brand D,94707,459,24.0,9,0.56,0.8975,1.0,0.003468592606671101
Brand A,59802,381,27.5,4,0.7,0.7025,0.375,0.00459767231865155
Brand W,38355,434,20.9,1,0.43599999999999994,0.835,0.0,0.008084213270760003
Brand A,62010,389,31.4,4,0.856,0.7225,0.375,0.0045431382035155616
Brand W,94323,393,16.9,1,0.27599999999999997,0.7325,0.0,0.002970325371330428
Brand A,85433,362,14.7,4,0.18799999999999997,0.655,0.375,0.0030176863741177297
Brand W,59917,317,30.1,1,0.804,0.5425,0.0,0.003854164928150608
Brand W,44468,450,29.4,1,0.7759999999999999,0.875,0.0,0.007282090492039219
Brand B,79601,311,13.6,5,0.144,0.5275,0.5,0.0027861459026896646
Brand E,66341,481,31.5,2,0.86,0.9525,0.125,0.0052177386533214755
Brand Y,38565,273,31.4,3,0.856,0.4325,0.25,0.00519953325554259
Brand B,72454,235,30.7,5,0.828,0.3375,0.5,0.0023975211858558534
Brand E,58386,436,33.9,2,0.956,0.84,0.125,0.005401466104888158
Brand X,70842,360,30.2,8,0.8079999999999999,0.65,0.875,0.0036851020581011255
Brand A,54823,219,23.2,4,0.528,0.2975,0.375,0.0029232256534666105
Brand C,36700,124,22.2,6,0.488,0.06,0.625,0.002546594005449591
Brand Z,65160,231,31.8,7,0.872,0.3275,0.75,0.002627992633517495
Brand Z,85741,262,17.6,7,0.30400000000000005,0.405,0.75,0.0022005808189780847
Brand Z,59956,108,27.7,7,0.708,0.02,0.75,0.0013995263193008205
Brand Z,52695,402,25.7,7,0.628,0.755,0.75,0.005486478793054369
Brand Y,59104,182,13.5,3,0.14,0.205,0.25,0.0022240457498646452
Brand C,58018,275,33.8,6,0.9519999999999998,0.4375,0.625,0.003492709159226447
Brand Y,83105,213,20.6,3,0.42400000000000004,0.2825,0.25,0.0018684796341977017
Brand W,57816,357,23.2,1,0.528,0.6425,0.0,0.004442714819427147
Brand A,61036,140,24.2,4,0.568,0.1,0.375,0.0017245559997378598
Brand C,81433,182,23.7,6,0.5479999999999999,0.205,0.625,0.0016517873589331105
Brand Z,42021,297,32.1,7,0.884,0.4925,0.75,0.005176697365602913
Brand X,82015,384,28.9,8,0.7559999999999999,0.71,0.875,0.0033831616167774186
Brand E,92423,398,18.9,2,0.3559999999999999,0.745,0.125,0.003075749542862707
Brand E,44282,496,12.5,2,0.1,0.99,0.125,0.007925342125468587
Brand B,59084,392,33.7,5,0.9480000000000001,0.73,0.5,0.004815347640647214
Brand C,53285,498,19.8,6,0.392,0.995,0.625,0.006653654874730223
Brand C,32263,311,13.5,6,0.14,0.5275,0.625,0.006873198400644701
Brand X,54647,268,22.6,8,0.504,0.42,0.875,0.00355701136384431
Brand Z,83292,400,14.7,7,0.18799999999999997,0.75,0.75,0.0034146136483695915
Brand C,53035,332,20.1,6,0.4040000000000001,0.58,0.625,0.0044957103799377765
Brand A,31857,440,20.6,4,0.42400000000000004,0.85,0.375,0.009862196691464984
Brand Y,44968,260,13.9,3,0.15600000000000003,0.4,0.25,0.0041400551503291225
Brand D,52948,480,31.8,9,0.872,0.95,1.0,0.006526025534486666
Brand Z,40223,336,33.9,7,0.956,0.59,0.75,0.006100241155557765
Brand D,86558,239,12.7,9,0.10799999999999997,0.3475,1.0,0.0019768247880034193
Brand W,98158,385,11.3,1,0.052000000000000025,0.7125,0.0,0.002780109619185395
Brand X,76603,464,33.4,8,0.9359999999999999,0.91,0.875,0.004370847094761301
Brand E,43802,253,12.0,2,0.08,0.3825,0.125,0.0041253824026300165
Brand D,97978,345,13.3,9,0.13200000000000003,0.6125,1.0,0.002505562473208271
Brand W,85551,469,15.2,1,0.20799999999999996,0.9225,0.0,0.003890778599899475
Brand Z,30660,165,33.3,7,0.9319999999999999,0.1625,0.75,0.004092954990215263
Brand W,36129,112,25.6,1,0.6240000000000001,0.03,0.0,0.002382573555869246
Brand D,83483,259,32.3,9,0.8919999999999999,0.3975,1.0,0.0022877711629912673
Brand D,60197,273,32.9,9,0.9159999999999999,0.4325,1.0,0.0033385384653720285
Brand Y,54940,369,24.3,3,0.5720000000000001,0.6725,0.25,0.0048341827448125235
Brand B,43593,155,21.3,5,0.452,0.1375,0.5,0.0026355148762415986
Brand A,42924,351,19.6,4,0.38400000000000006,0.6275,0.375,0.00586105675146771
Brand D,94263,155,13.6,9,0.144,0.1375,1.0,0.001194318025099986
Brand E,55052,302,26.5,2,0.66,0.505,0.125,0.003984414735159485
Brand C,81771,259,25.6,6,0.6240000000000001,0.3975,0.625,0.0023110882831321616
Brand C,87282,279,18.1,6,0.32400000000000007,0.4475,0.625,0.0022997868976421254
Brand Z,75810,318,21.9,7,0.4759999999999999,0.545,0.75,0.0030229521171349426
Brand Y,55549,301,28.1,3,0.7240000000000001,0.5025,0.25,0.003944805487047472
Brand Z,89167,401,22.2,7,0.488,0.7525,0.75,0.0032227169244227125
Brand B,35427,458,10.9,5,0.03600000000000001,0.895,0.5,0.009141897422869562
Brand B,43226,331,30.3,5,0.812,0.5775,0.5,0.005570489982880673
Brand C,87089,244,17.6,6,0.30400000000000005,0.36,0.625,0.002021839727175648
Brand B,76666,206,34.2,5,0.9680000000000001,0.265,0.5,0.0020147131714188817
Brand W,43873,101,16.3,1,0.252,0.0025,0.0,0.001722927540856563
Brand Y,40489,362,12.7,3,0.10799999999999997,0.655,0.25,0.006352589592234927
Brand W,33376,399,19.6,1,0.38400000000000006,0.7475,0.0,0.00854446308724832
Brand A,47583,117,19.9,4,0.39599999999999996,0.0425,0.375,0.001846667927621209
Brand W,37124,233,32.3,1,0.8919999999999999,0.3325,0.0,0.004654401465359336
Brand Z,79096,435,11.0,7,0.04,0.8375,0.75,0.0038914736522706584
Brand W,90471,230,28.1,1,0.7240000000000001,0.325,0.0,0.0018727548054072577
Brand C,33751,204,14.1,6,0.16399999999999998,0.26,0.625,0.004356315368433527
Brand W,36621,200,14.2,1,0.16799999999999998,0.25,0.0,0.003939269817864067
Brand E,60993,182,29.5,2,0.78,0.205,0.125,0.002233862902300264
Brand D,31850,228,15.6,9,0.22399999999999998,0.32,1.0,0.005157927786499215
Brand Y,43658,105,25.1,3,0.6040000000000001,0.0125,0.25,0.001856017224792707
Brand E,64735,497,29.8,2,0.792,0.9925,0.125,0.0055123194562446895
Brand B,94842,458,18.6,5,0.3440000000000001,0.895,0.5,0.0034391936062082196
Brand X,42909,431,15.2,8,0.20799999999999996,0.8275,0.875,0.007137430375911813
Brand B,61557,427,22.7,5,0.508,0.8175,0.5,0.004966291404714329
Brand A,90233,416,19.7,4,0.38799999999999996,0.79,0.375,0.0032926977934901866
Brand D,32535,311,28.1,9,0.7240000000000001,0.5275,1.0,0.006950361149531274
Brand W,30554,140,29.7,1,0.7879999999999999,0.1,0.0,0.003499050860771094
Brand Z,89387,305,34.4,7,0.976,0.5125,0.75,0.0025039435264635796
Brand E,69573,163,26.9,2,0.6759999999999999,0.1575,0.125,0.0017559972978023082
Brand Z,89570,328,21.2,7,0.44799999999999995,0.57,0.75,0.0026343641844367533
Brand B,43003,428,27.5,5,0.7,0.82,0.5,0.007158802874218077
Brand A,30690,368,29.4,4,0.7759999999999999,0.67,0.375,0.00868100358422939
Brand C,42398,389,13.9,6,0.15600000000000003,0.7225,0.625,0.006520826454078022
Brand A,94948,331,17.1,4,0.28400000000000003,0.5775,0.375,0.0024943126764123517
Brand Z,40921,326,15.4,7,0.21600000000000003,0.565,0.75,0.005689499279098751
Brand Z,95156,320,23.8,7,0.552,0.55,0.75,0.0024290638530413216
Brand Z,43136,240,16.3,7,0.252,0.35,0.75,0.004008021142433234
Brand X,60960,196,19.7,8,0.38799999999999996,0.24,0.875,0.00234760498687664
Brand Z,94125,182,20.5,7,0.42,0.205,0.75,0.0014188579017264274
Brand X,95901,225,28.9,8,0.7559999999999999,0.3125,0.875,0.0017327243720086337
Brand Y,32801,366,13.9,3,0.15600000000000003,0.665,0.25,0.007937867747934514
Brand W,36445,332,20.1,1,0.4040000000000001,0.58,0.0,0.006542186856907668
Brand C,32929,101,11.8,6,0.07200000000000002,0.0025,0.625,0.0022545476631540586
Brand X,65531,470,23.6,8,0.544,0.925,0.875,0.005128565106590773
Brand C,68116,148,27.9,6,0.716,0.12,0.625,0.001643813494626813
Brand Y,69421,108,21.8,3,0.47200000000000003,0.02,0.25,0.0011832154535371142
Brand E,56169,412,26.1,2,0.644,0.78,0.125,0.005273905535081628
Brand C,75646,128,27.2,6,0.688,0.07,0.625,0.0012923353515056975
Brand Y,35355,363,11.7,3,0.06799999999999998,0.6575,0.25,0.007286380992787442
Brand Z,81405,463,10.6,7,0.023999999999999987,0.9075,0.75,0.004020391867821387
Brand Y,50812,211,22.2,3,0.488,0.2775,0.25,0.003037865071243013
Brand B,53564,371,25.3,5,0.612,0.6775,0.5,0.0049901052946008505
Brand Z,89107,310,10.7,7,0.027999999999999973,0.525,0.75,0.002471298551180042
Brand W,74280,403,10.5,1,0.02,0.7575,0.0,0.0038401992460958528
Brand A,94593,470,22.4,4,0.49599999999999994,0.925,0.375,0.00354909982768281
Brand D,52875,383,31.2,9,0.848,0.7075,1.0,0.0052474704491725765
Brand D,95508,158,34.3,9,0.9719999999999999,0.145,1.0,0.0012657578422749925
Brand C,47880,439,22.1,6,0.48400000000000004,0.8475,0.625,0.006556599832915622
Brand C,72948,476,24.2,6,0.568,0.94,0.625,0.004667160168887427
Brand Y,46502,178,26.1,3,0.644,0.195,0.25,0.0028478345017418608
Brand X,91149,293,23.1,8,0.524,0.4825,0.875,0.002326191181472095
Brand A,30395,179,16.0,4,0.24,0.1975,0.375,0.004280309261391676
Brand D,78703,253,17.6,9,0.30400000000000005,0.3825,1.0,0.0023173195430923853
Brand W,39284,357,33.5,1,0.94,0.6425,0.0,0.00661719784136035
Brand D,89694,325,22.9,9,0.5159999999999999,0.5625,1.0,0.0026129952951145
Brand W,95159,440,19.5,1,0.38,0.85,0.0,0.003298164125306067
Brand A,35612,119,22.8,4,0.512,0.0475,0.375,0.0025311692687858024
Brand Y,85586,341,19.8,3,0.392,0.6025,0.25,0.0028584114224289017
Brand C,33808,347,10.3,6,0.012000000000000028,0.6175,0.625,0.007276088499763369
Brand C,42724,153,23.2,6,0.528,0.1325,0.625,0.0026696938488905532
Brand E,88028,414,33.2,2,0.9280000000000002,0.785,0.125,0.0034052801381378645
Brand W,81010,462,27.5,1,0.7,0.905,0.0,0.004093939019874089
Brand E,45484,443,26.8,2,0.672,0.8575,0.125,0.006994547533198487
Brand B,53221,148,30.4,5,0.816,0.12,0.5,0.0021179609552620204
Brand W,98812,130,17.9,1,0.31599999999999995,0.075,0.0,0.0009752864024612396
Brand Z,33076,369,30.9,7,0.836,0.6725,0.75,0.008089551336316362
Brand X,41069,278,20.8,8,0.43200000000000005,0.445,0.875,0.004890306557257299
Brand C,75601,175,23.5,6,0.54,0.1875,0.625,0.0017136016719355562
Brand D,87429,268,30.8,9,0.8320000000000001,0.42,1.0,0.002251426872090496
Brand Z,70153,437,32.5,7,0.9,0.8425,0.75,0.004499451199521046
Brand Y,30317,173,14.7,3,0.18799999999999997,0.1825,0.25,0.004139921496190256
Brand W,70037,488,12.0,1,0.08,0.97,0.0,0.004928823336236561
Brand E,86836,325,30.5,2,0.82,0.5625,0.125,0.002725252199548574
Brand A,40156,367,20.0,4,0.4,0.6675,0.375,0.006546966829365474
Brand A,38247,339,29.7,4,0.7879999999999999,0.5975,0.375,0.0064373676366773856
Brand Z,30577,119,31.3,7,0.852,0.0475,0.75,0.003031363443110835
Brand D,46022,337,30.0,9,0.8,0.5925,1.0,0.005321368041371517
Brand Z,83741,396,33.7,7,0.9480000000000001,0.74,0.75,0.0034309358617642493
Brand D,95303,163,13.0,9,0.12,0.1575,1.0,0.0012381561965520498
Brand W,49245,375,28.9,1,0.7559999999999999,0.6875,0.0,0.005506548888212001
Brand Y,80830,456,22.5,3,0.5,0.89,0.25,0.004032537424223679
Brand Z,31644,231,14.8,7,0.19200000000000003,0.3275,0.75,0.005250284414106939
Brand X,80945,205,31.8,8,0.872,0.2625,0.875,0.0018906665019457656
Brand X,32776,474,21.9,8,0.4759999999999999,0.935,0.875,0.010323712472540882
Brand C,52820,245,11.1,6,0.043999999999999984,0.3625,0.625,0.0033099204846649
Brand W,42066,141,28.9,1,0.7559999999999999,0.1025,0.0,0.002552417629439452
Brand Z,37993,256,21.1,7,0.44400000000000006,0.39,0.75,0.004883267970415603
Brand C,77087,193,14.1,6,0.16399999999999998,0.2325,0.625,0.0018074383488785395
Brand D,98445,299,22.8,9,0.512,0.4975,1.0,0.002195540657219767
Brand E,62535,348,17.2,2,0.288,0.62,0.125,0.003977932357879587
Brand W,48330,238,18.5,1,0.34,0.345,0.0,0.0035619697910200705
Brand Z,51536,346,13.1,7,0.12399999999999999,0.615,0.75,0.004775884818379385
Brand X,80748,117,12.0,8,0.08,0.0425,0.875,0.0010588497547926881
Brand E,83003,132,25.0,2,0.6,0.08,0.125,0.001203570955266677
Brand A,63152,264,33.9,4,0.956,0.41,0.375,0.0030873131492272607
Brand A,92534,489,20.8,4,0.43200000000000005,0.9725,0.375,0.003766615514297447
Brand Z,48485,300,23.7,7,0.5479999999999999,0.5,0.75,0.004477879756625761
Brand B,51695,473,23.5,5,0.54,0.9325,0.5,0.0065412515717187345
Brand D,94262,276,15.6,9,0.22399999999999998,0.44,1.0,0.00209925526723388
Brand W,54302,310,14.7,1,0.18799999999999997,0.525,0.0,0.004077382048543332
Brand W,33541,464,26.0,1,0.64,0.91,0.0,0.00991622193733043
Brand B,76370,321,22.3,5,0.49200000000000005,0.5525,0.5,0.0030298546549692284
Brand A,62377,201,13.5,4,0.14,0.2525,0.375,0.002320566875611203
Brand E,32154,226,16.0,2,0.24,0.315,0.125,0.005069353735149593
Brand D,99375,409,33.1,9,0.924,0.7725,1.0,0.0029809308176100627
Brand E,60987,353,19.7,2,0.38799999999999996,0.6325,0.125,0.004148589043566662
Brand D,38923,186,15.8,9,0.23200000000000004,0.215,1.0,0.0034668447961359607
Brand W,57825,367,10.8,1,0.03200000000000003,0.6675,0.0,0.004498746217034154
Brand B,57595,258,13.6,5,0.144,0.395,0.5,0.0032065283444743468
Brand B,88810,227,17.9,5,0.31599999999999995,0.3175,0.5,0.0018496790901925456
Brand D,30077,466,32.2,9,0.8880000000000001,0.915,1.0,0.011166672207999469
Brand A,39055,221,23.4,4,0.5359999999999999,0.3025,0.375,0.004140827038791448
Brand Y,43856,328,19.0,3,0.36,0.57,0.25,0.0053652863918278
Brand B,70557,265,32.6,5,0.904,0.4125,0.5,0.002767691370097935
Brand D,50882,451,13.2,9,0.12799999999999997,0.8775,1.0,0.006282378837309853
Brand W,77166,212,12.0,1,0.08,0.28,0.0,0.001969779436539408
Brand B,58697,204,22.0,5,0.48,0.26,0.5,0.0025452748862803886
Brand A,59736,152,20.3,4,0.41200000000000003,0.13,0.375,0.001883119057184947
Brand X,61560,123,20.8,8,0.43200000000000005,0.0575,0.875,0.0014999999999999998
Brand Z,60347,149,24.7,7,0.588,0.1225,0.75,0.0018511276451190614
Brand C,92963,209,32.7,6,0.9080000000000001,0.2725,0.625,0.0016792702473026901
Brand X,30241,313,21.2,8,0.44799999999999995,0.5325,0.875,0.0074554412883171845
Brand X,78932,210,20.0,8,0.4,0.275,0.875,0.0019383773374550247
Brand C,51628,365,20.4,6,0.4159999999999999,0.6625,0.625,0.005067405283954442
Brand D,58097,254,14.8,9,0.19200000000000003,0.385,1.0,0.0031368228996333713
Brand C,51137,440,15.4,6,0.21600000000000003,0.85,0.625,0.006113381700138843
Brand C,70182,443,29.6,6,0.784,0.8575,0.625,0.004545040038756376
Brand D,96922,218,22.0,9,0.48,0.295,1.0,0.0016425579331833845
Brand X,89813,416,11.7,8,0.06799999999999998,0.79,0.875,0.0032813735205371158
Brand X,34748,258,29.4,8,0.7759999999999999,0.395,0.875,0.005451248992747784
Brand X,66956,367,18.7,8,0.348,0.6675,0.875,0.003920634446502181
Brand A,90023,113,30.7,4,0.828,0.0325,0.375,0.000980971529498017
Brand W,34783,381,33.9,1,0.956,0.7025,0.0,0.007959922950866803
Brand A,37044,193,22.5,4,0.5,0.2325,0.375,0.0038292301047403087
Brand X,82837,323,34.2,8,0.9680000000000001,0.5575,0.875,0.0028533143402102923
Brand C,86844,215,19.5,6,0.38,0.2875,0.625,0.0018003546589286537
Brand X,57635,443,31.2,8,0.848,0.8575,0.875,0.005542812527110263
Brand W,53840,266,12.2,1,0.08799999999999997,0.415,0.0,0.0035263744427934617
Brand Y,74574,281,23.0,3,0.52,0.4525,0.25,0.002730174055300775
Brand E,65792,458,12.2,2,0.08799999999999997,0.895,0.125,0.004928562743190661
Brand C,60113,187,30.3,6,0.812,0.2175,0.625,0.0023287807961672184
Brand B,68853,283,10.2,5,0.007999999999999972,0.4575,0.5,0.0029215865684864856
Brand B,65397,156,11.3,5,0.052000000000000025,0.14,0.5,0.001721638607275563
Brand B,80912,292,16.6,5,0.26400000000000007,0.48,0.5,0.0025877496539450265
Brand Y,34349,174,30.4,3,0.816,0.185,0.25,0.003811464671460595
Brand A,88255,327,26.3,4,0.652,0.5675,0.375,0.0026830207920231146
Brand D,88467,484,29.1,9,0.764,0.96,1.0,0.0039283574666259735
Brand W,51826,272,20.5,1,0.42,0.43,0.0,0.003792497973989889
Brand E,68039,403,10.2,2,0.007999999999999972,0.7575,0.125,0.004191125677920016
Brand X,92850,160,27.8,8,0.7120000000000001,0.15,0.875,0.001296068928379106
Brand Z,33157,497,12.9,7,0.11600000000000002,0.9925,0.75,0.010609222788551436
Brand Y,30015,454,11.4,3,0.056000000000000015,0.885,0.25,0.01070198234216225
Brand W,64585,425,12.4,1,0.09600000000000002,0.8125,0.0,0.00466393125338701
Brand E,44803,279,11.5,2,0.06,0.4475,0.125,0.004436086869182867
Brand Y,75020,272,17.1,3,0.28400000000000003,0.43,0.25,0.0026063716342308715
Brand W,40694,109,29.7,1,0.7879999999999999,0.0225,0.0,0.0020939204796775936
Brand B,88455,138,25.7,5,0.628,0.095,0.5,0.0011792436832287602
Brand C,51575,203,33.2,6,0.9280000000000002,0.2575,0.625,0.002948327678138633
Brand Y,60904,299,22.3,3,0.49200000000000005,0.4975,0.25,0.003546400893208984
Brand A,99201,336,12.0,4,0.08,0.59,0.375,0.0024072337980463906
Brand Z,70636,327,21.4,7,0.45599999999999996,0.5675,0.75,0.0033314457217282966
Brand Z,51770,428,28.4,7,0.736,0.82,0.75,0.005951709484257291
Brand Y,73219,282,21.0,3,0.44,0.455,0.25,0.0027820647646102786
Brand X,45476,275,28.9,8,0.7559999999999999,0.4375,0.875,0.004423652036238895
Brand Y,67784,452,16.2,3,0.24799999999999997,0.88,0.25,0.0047394665407765844
Brand Z,61701,373,11.2,7,0.04799999999999997,0.6825,0.75,0.004286154195231843
Brand E,40682,218,16.6,2,0.26400000000000007,0.295,0.125,0.0038734575487930777
Brand W,50728,276,22.1,1,0.48400000000000004,0.44,0.0,0.003939244598643747
Brand E,56839,452,25.7,2,0.628,0.88,0.125,0.005702246696810288
Brand D,40933,406,21.2,9,0.44799999999999995,0.765,1.0,0.007098429140302446
Brand W,95399,405,23.1,1,0.524,0.7625,0.0,0.0030443715342928124
Brand X,92477,112,17.7,8,0.308,0.03,0.875,0.000905198049244677
Brand D,68464,359,27.3,9,0.6920000000000001,0.6475,1.0,0.0037901670951156815
Brand Y,72270,220,12.1,3,0.08399999999999999,0.3,0.25,0.002181126331811263
Brand Y,37572,389,33.3,3,0.9319999999999999,0.7225,0.25,0.007513307782391142
Brand D,38307,277,16.3,9,0.252,0.4425,1.0,0.005189390972929229
Brand A,86697,152,18.1,4,0.32400000000000007,0.13,0.375,0.0012898946907044073
Brand B,82695,186,28.2,5,0.728,0.215,0.5,0.001676764012334482
Brand D,44691,135,30.4,9,0.816,0.0875,1.0,0.0023185876350943144
Brand B,49065,479,18.9,5,0.3559999999999999,0.9475,0.5,0.006949352899215326
Brand E,61524,367,23.2,2,0.528,0.6675,0.125,0.004288732852220271
Brand B,74927,447,18.9,5,0.3559999999999999,0.8675,0.5,0.0042517383586691045
Brand E,48120,318,34.2,2,0.9680000000000001,0.545,0.125,0.004839152119700748
Brand Y,51796,278,26.5,3,0.66,0.445,0.25,0.00391053363194069
Brand W,78504,338,15.8,1,0.23200000000000004,0.595,0.0,0.0030742382553755223
Brand Z,90434,173,29.0,7,0.76,0.1825,0.75,0.0014353008824114822
Brand D,61833,172,16.5,9,0.26,0.18,1.0,0.002027234648165219
Brand C,96726,428,22.2,6,0.488,0.82,0.625,0.003166263465872671
Brand B,44983,291,21.3,5,0.452,0.4775,0.5,0.004670431051730654
Brand X,78877,456,30.7,8,0.828,0.89,0.875,0.004163571129733636
Brand Y,36861,159,10.4,3,0.016000000000000014,0.1475,0.25,0.0031040937576300156
Brand D,36986,103,19.0,9,0.36,0.0075,1.0,0.0021034986210998756
Brand D,93982,289,28.9,9,0.7559999999999999,0.4725,1.0,0.0022447915558298395
Brand E,61230,445,26.7,2,0.6679999999999999,0.8625,0.125,0.005218193695900702
Brand D,71454,332,23.8,9,0.552,0.58,1.0,0.0033523665575055277
Brand C,45576,340,33.7,6,0.9480000000000001,0.6,0.625,0.005443873968755485
Brand A,88467,164,10.9,4,0.03600000000000001,0.16,0.375,0.00133462194942747
Brand B,64003,107,16.3,5,0.252,0.0175,0.5,0.0012466603127978375
Brand A,93621,206,11.3,4,0.052000000000000025,0.265,0.375,0.001576462545796349
Brand Z,88606,257,14.3,7,0.17200000000000004,0.3925,0.75,0.002078753131842087
Brand D,64231,242,29.6,9,0.784,0.355,1.0,0.0027756067942270863
Brand X,83957,223,34.0,8,0.96,0.3075,0.875,0.0019807758733637456
Brand D,33612,423,22.5,9,0.5,0.8075,1.0,0.009010174937522313
Brand E,54927,429,24.0,2,0.56,0.8225,0.125,0.00559833961439729
Brand C,66397,406,28.6,6,0.7440000000000001,0.765,0.625,0.0044095365754476855
Brand W,75506,136,10.8,1,0.03200000000000003,0.09,0.0,0.001303737451328371
Brand W,88751,277,12.8,1,0.11200000000000003,0.4425,0.0,0.0022280312334508907
Brand B,87767,223,33.0,5,0.92,0.3075,0.5,0.0018913714721934213
Brand Y,59588,455,28.8,3,0.752,0.8875,0.25,0.005490031549976505
Brand D,52079,328,25.8,9,0.632,0.57,1.0,0.004557307167956374
Brand W,53675,190,13.2,1,0.12799999999999997,0.225,0.0,0.002551653469958081
Brand A,83519,258,12.2,4,0.08799999999999997,0.395,0.375,0.002206204576204217
Brand C,92287,498,18.1,6,0.32400000000000007,0.995,0.625,0.0038361849447917907
Brand A,62867,481,19.8,4,0.392,0.9525,0.375,0.005450236212957513
Brand W,65478,379,17.8,1,0.31200000000000006,0.6975,0.0,0.004133296679800849
Brand X,95611,391,28.7,8,0.748,0.7275,0.875,0.002952693727709155
Brand E,63602,397,23.8,2,0.552,0.7425,0.125,0.004481620074840413
Brand E,82529,354,25.3,2,0.612,0.635,0.125,0.0030945485829223665
Brand D,37682,318,17.1,9,0.28400000000000003,0.545,1.0,0.006043469030306246
Brand Z,53418,463,15.7,7,0.22799999999999998,0.9075,0.75,0.006155415777453292
Brand E,47927,177,26.8,2,0.672,0.1925,0.125,0.0027529367579861037
Brand E,84376,276,19.5,2,0.38,0.44,0.125,0.002359083151607092
Brand X,33492,255,17.1,8,0.28400000000000003,0.3875,0.875,0.005482801863131494
Brand A,83794,461,16.4,4,0.25599999999999995,0.9025,0.375,0.003909826479222856
Brand B,99691,303,10.4,5,0.016000000000000014,0.5075,0.5,0.0021588709111153466
Brand B,64198,483,18.7,5,0.348,0.9575,0.5,0.005353905106078071
Brand B,66190,349,31.1,5,0.8440000000000001,0.6225,0.5,0.0038318477111346123
Brand Y,89715,218,19.9,3,0.39599999999999996,0.295,0.25,0.0017674859276598114
Brand D,66847,421,23.1,9,0.524,0.8025,1.0,0.004512244378954927
Brand B,97763,344,26.8,5,0.672,0.61,0.5,0.002545339238771314
Brand C,54775,415,32.8,6,0.9119999999999999,0.7875,0.625,0.005483158375171155
Brand Y,79600,206,10.8,3,0.03200000000000003,0.265,0.25,0.0018522613065326632
Brand Z,52573,198,14.5,7,0.18,0.245,0.75,0.0027190763319574684
Brand C,67271,296,14.5,6,0.18,0.49,0.625,0.0031447429055610886
Brand D,78303,256,17.7,9,0.308,0.39,1.0,0.0023563592710368693
Brand E,80507,159,11.9,2,0.07600000000000001,0.1475,0.125,0.0014268324493522302
Brand B,74292,394,15.1,5,0.204,0.735,0.5,0.0037733537931405794
Brand C,68704,365,29.5,6,0.78,0.6625,0.625,0.0038476653469958076
Brand W,31065,182,34.1,1,0.9640000000000001,0.205,0.0,0.00443038789634637
Brand B,37003,349,25.8,5,0.632,0.6225,0.5,0.006811339621111801
Brand Z,81286,439,27.5,7,0.7,0.8475,0.75,0.0038819722953522128
Brand C,74635,287,26.9,6,0.6759999999999999,0.4675,0.625,0.002799892811683526
Brand W,32424,381,31.5,1,0.86,0.7025,0.0,0.008516839378238342
Brand W,49313,462,27.6,1,0.7040000000000001,0.905,0.0,0.006726015452314805
Brand B,34352,115,23.7,5,0.5479999999999999,0.0375,0.5,0.0025503609687936657
Brand X,55315,328,19.6,8,0.38400000000000006,0.57,0.875,0.004257073126638344
Brand C,94752,497,16.9,6,0.27599999999999997,0.9925,0.625,0.003725198412698412
Brand C,37087,364,21.1,6,0.44400000000000006,0.66,0.625,0.007041011675250087
Brand Z,79714,232,14.9,7,0.196,0.33,0.75,0.0020933587575582705
Brand X,71018,391,33.6,8,0.9440000000000001,0.7275,0.875,0.003995888366329662
Brand E,86444,223,18.6,2,0.3440000000000001,0.3075,0.125,0.0018703438063948916
Brand A,55010,406,16.3,4,0.252,0.765,0.375,0.00525522632248682
Brand Z,58372,136,10.0,7,0.0,0.09,0.75,0.0016823134379497016
Brand C,87363,376,10.4,6,0.016000000000000014,0.69,0.625,0.003048430113434749
Brand W,90202,182,28.9,1,0.7559999999999999,0.205,0.0,0.0015085031374027183
Brand E,46663,389,15.0,2,0.2,0.7225,0.125,0.005931894648865267
Brand W,64526,359,29.5,1,0.78,0.6475,0.0,0.004031708148653256
Brand X,42717,498,27.5,8,0.7,0.995,0.875,0.0083538169815296
Brand B,42957,479,26.8,5,0.672,0.9475,0.5,0.007992643806597295
Brand W,61811,155,21.0,1,0.44,0.1375,0.0,0.0018572745951367878
Brand Y,93254,350,16.8,3,0.272,0.625,0.25,0.00268127908722414
Brand B,71563,368,24.9,5,0.596,0.67,0.5,0.003704009054958567
Brand C,42784,242,33.3,6,0.9319999999999999,0.355,0.625,0.00419292258788332
Brand E,61820,207,11.0,2,0.04,0.2675,0.125,0.0023972824328696214
Brand B,39125,303,14.5,5,0.18,0.5075,0.5,0.0055322683706070285
Brand A,34868,282,15.0,4,0.2,0.455,0.375,0.005790409544568085
Brand Z,39096,444,27.9,7,0.716,0.86,0.75,0.008163750767341927
Brand W,38304,477,22.7,1,0.508,0.9425,0.0,0.008894893483709273
Brand A,94724,371,28.9,4,0.7559999999999999,0.6775,0.375,0.002833178497529665
Brand Z,63328,301,24.5,7,0.58,0.5025,0.75,0.003443184689236988
Brand Z,98965,188,23.6,7,0.544,0.22,0.75,0.001401303491133229
Brand C,93532,138,16.5,6,0.26,0.095,0.625,0.0010857246717700894
Brand Y,68051,476,12.5,3,0.1,0.94,0.25,0.004951433483710746
